1995,1,1,0.0,38.0,-43.0,
1995,1,2,0.0,33.0,-15.0,
1995,1,3,0.0,20.0,-24.0,
1995,1,4,0.0,36.0,-39.0,
1995,1,5,0.0,95.0,0.0,
1995,1,6,0.0,130.0,25.0,
1995,1,7,0.0,107.0,31.0,
1995,1,8,0.0,110.0,24.0,
1995,1,9,0.0,60.0,-24.0,
1995,1,10,0.0,40.0,-28.0,
1995,1,11,0.0,52.0,-19.0,
1995,1,12,0.0,42.0,-16.0,
1995,1,13,0.0,20.0,-47.0,
1995,1,14,0.0,44.0,-47.0,
1995,1,15,0.0,59.0,-15.0,
1995,1,16,0.0,53.0,-19.0,
1995,1,17,0.0,73.0,-55.0,
1995,1,18,0.0,30.0,-17.0,
1995,1,19,0.0,40.0,-44.0,
1995,1,20,0.0,69.0,-17.0,
1995,1,21,0.0,39.0,16.0,
1995,1,22,0.0,55.0,-23.0,
1995,1,23,0.0,33.0,-21.0,
1995,1,24,0.0,80.0,-25.0,
1995,1,25,0.0,59.0,3.0,
1995,1,26,0.0,40.0,-52.0,
1995,1,27,0.0,67.0,-41.0,
1995,1,28,0.0,58.0,-41.0,
1995,1,29,0.0,48.0,-34.0,
1995,1,30,0.0,73.0,-49.0,
1995,1,31,0.0,33.0,-40.0,
1995,2,1,0.0,22.0,-70.0,
1995,2,2,0.0,48.0,-61.0,
1995,2,3,0.0,27.0,-43.0,
1995,2,4,0.0,7.0,-59.0,
1995,2,5,0.0,81.0,-35.0,
1995,2,6,0.0,122.0,2.0,
1995,2,7,0.0,133.0,37.0,
1995,2,8,0.0,135.0,35.0,
1995,2,9,0.0,98.0,-36.0,
1995,2,10,0.0,123.0,-16.0,
1995,2,11,0.0,146.0,71.0,
1995,2,12,0.0,108.0,37.0,
1995,2,13,22.0,50.0,-5.0,
1995,2,14,0.0,76.0,-64.0,
1995,2,15,0.0,53.0,3.0,
1995,2,16,0.0,90.0,-17.0,
1995,2,17,0.0,116.0,32.0,
1995,2,18,0.0,124.0,29.0,
1995,2,19,0.0,104.0,1.0,
1995,2,20,0.0,61.0,-8.0,
1995,2,21,0.0,82.0,-36.0,
1995,2,22,0.0,100.0,9.0,
1995,2,23,0.0,111.0,18.0,
1995,2,24,0.0,128.0,54.0,
1995,2,25,0.0,106.0,8.0,
1995,2,26,0.0,148.0,32.0,
1995,2,27,54.0,120.0,-17.0,
1995,2,28,0.0,76.0,-47.0,
