1995,1,1,0.0,36.0,-76.0,
1995,1,2,0.0,12.0,-76.0,
1995,1,3,0.0,26.0,-76.0,
1995,1,4,0.0,39.0,-44.0,
1995,1,5,0.0,86.0,-49.0,
1995,1,6,0.0,119.0,-43.0,
1995,1,7,0.0,84.0,-41.0,
1995,1,8,0.0,36.0,-30.0,
1995,1,9,0.0,50.0,-38.0,
1995,1,10,0.0,34.0,-66.0,
1995,1,11,0.0,31.0,-83.0,
1995,1,12,0.0,20.0,-77.0,
1995,1,13,0.0,4.0,-79.0,
1995,1,14,0.0,35.0,-95.0,
1995,1,15,0.0,45.0,-80.0,
1995,1,16,0.0,36.0,-83.0,
1995,1,17,0.0,56.0,-80.0,
1995,1,18,0.0,3.0,-42.0,
1995,1,19,0.0,12.0,-76.0,
1995,1,20,0.0,42.0,-89.0,
1995,1,21,0.0,44.0,-62.0,
1995,1,22,0.0,53.0,-46.0,
1995,1,23,0.0,20.0,-56.0,
1995,1,24,0.0,67.0,-87.0,
1995,1,25,0.0,17.0,-60.0,
1995,1,26,0.0,28.0,-98.0,
1995,1,27,0.0,42.0,-81.0,
1995,1,28,0.0,49.0,-73.0,
1995,1,29,0.0,48.0,-58.0,
1995,1,30,0.0,40.0,-70.0,
1995,1,31,0.0,4.0,-67.0,
1995,2,1,0.0,32.0,-97.0,
1995,2,2,0.0,33.0,-90.0,
1995,2,3,0.0,2.0,-81.0,
1995,2,4,0.0,15.0,-99.0,
1995,2,5,0.0,80.0,-93.0,
1995,2,6,0.0,120.0,-66.0,
1995,2,7,0.0,135.0,-49.0,
1995,2,8,0.0,86.0,-39.0,
1995,2,9,0.0,86.0,-52.0,
1995,2,10,0.0,82.0,-65.0,
1995,2,11,0.0,111.0,-45.0,
1995,2,12,0.0,56.0,-19.0,
1995,2,13,0.0,68.0,-47.0,
1995,2,14,0.0,90.0,-45.0,
1995,2,15,0.0,61.0,-21.0,
1995,2,16,0.0,84.0,-57.0,
1995,2,17,0.0,123.0,-32.0,
1995,2,18,0.0,133.0,-30.0,
1995,2,19,0.0,59.0,-4.0,
1995,2,20,0.0,56.0,-53.0,
1995,2,21,0.0,66.0,-40.0,
1995,2,22,0.0,82.0,-32.0,
1995,2,23,0.0,113.0,-29.0,
1995,2,24,0.0,126.0,5.0,
1995,2,25,0.0,83.0,13.0,
1995,2,26,0.0,124.0,-16.0,
1995,2,27,3.0,47.0,-4.0,
1995,2,28,0.0,80.0,-49.0,
1995,3,1,0.0,109.0,-24.0,
1995,3,2,0.0,107.0,-12.0,
1995,3,3,0.0,71.0,-4.0,
1995,3,4,0.0,116.0,-24.0,
1995,3,5,0.0,159.0,7.0,
1995,3,6,0.0,188.0,9.0,
1995,3,7,0.0,195.0,19.0,
1995,3,8,0.0,165.0,24.0,
1995,3,9,19.0,104.0,12.0,
1995,3,10,0.0,142.0,-3.0,
1995,3,11,10.0,92.0,35.0,
1995,3,12,0.0,125.0,12.0,
1995,3,13,0.0,158.0,24.0,
1995,3,14,0.0,181.0,60.0,
1995,3,15,0.0,117.0,62.0,
1995,3,16,6.0,76.0,-10.0,
1995,3,17,0.0,83.0,-51.0,
1995,3,18,0.0,118.0,-11.0,
1995,3,19,0.0,159.0,18.0,
1995,3,20,0.0,222.0,51.0,
1995,3,21,0.0,131.0,53.0,
1995,3,22,0.0,94.0,34.0,
1995,3,23,0.0,49.0,15.0,
1995,3,24,0.0,113.0,8.0,
1995,3,25,0.0,113.0,3.0,
1995,3,26,0.0,199.0,37.0,
1995,3,27,0.0,132.0,59.0,
1995,3,28,0.0,100.0,26.0,
1995,3,29,0.0,144.0,27.0,
1995,3,30,0.0,194.0,44.0,
1995,3,31,0.0,153.0,20.0,
1995,4,1,0.0,123.0,40.0,
1995,4,2,0.0,127.0,4.0,
1995,4,3,0.0,184.0,20.0,
1995,4,4,0.0,194.0,41.0,
1995,4,5,0.0,234.0,67.0,
1995,4,6,0.0,207.0,101.0,
1995,4,7,0.0,221.0,93.0,
1995,4,8,0.0,167.0,79.0,
1995,4,9,0.0,164.0,19.0,
1995,4,10,73.0,133.0,65.0,
1995,4,11,14.0,159.0,34.0,
1995,4,12,0.0,217.0,55.0,
1995,4,13,0.0,211.0,96.0,
1995,4,14,0.0,156.0,98.0,
1995,4,15,0.0,142.0,88.0,
1995,4,16,0.0,231.0,85.0,
1995,4,17,0.0,245.0,103.0,
1995,4,18,0.0,198.0,101.0,
1995,4,19,0.0,213.0,53.0,
1995,4,20,0.0,233.0,95.0,
1995,4,21,40.0,192.0,114.0,
1995,4,22,0.0,167.0,127.0,
1995,4,23,0.0,229.0,72.0,
1995,4,24,0.0,258.0,90.0,
1995,4,25,0.0,223.0,100.0,
1995,4,26,0.0,229.0,78.0,
1995,4,27,0.0,244.0,110.0,
1995,4,28,0.0,301.0,140.0,
1995,4,29,0.0,258.0,180.0,
1995,4,30,0.0,297.0,153.0,
1995,5,1,16.0,249.0,93.0,
1995,5,2,24.0,167.0,79.0,
1995,5,3,0.0,189.0,78.0,
1995,5,4,0.0,216.0,84.0,
1995,5,5,0.0,307.0,114.0,
1995,5,6,0.0,233.0,114.0,
1995,5,7,0.0,262.0,93.0,
1995,5,8,0.0,286.0,157.0,
1995,5,9,115.0,233.0,101.0,
1995,5,10,0.0,214.0,69.0,
1995,5,11,0.0,249.0,118.0,
1995,5,12,42.0,199.0,139.0,
1995,5,13,268.0,163.0,105.0,
1995,5,14,2.0,208.0,94.0,
1995,5,15,0.0,268.0,116.0,
1995,5,16,0.0,291.0,160.0,
